instruction,category
i got to see the fucking coverage of my auto insurance policy how could i do  it,POLICY
id like to know ablut my auto insurance can ya find some information,POLICY
"I need information about the fucking coverge of my insurance policy, how could I get it?",POLICY
id like to change the fucking coverage of my likfe insurance policy how can i do it,POLICY
im looking for infgormation about my fucking life insurance i need help,POLICY
"I'd like to check my fucking home insurance, where to do it?",POLICY
how to modify thefucking personal details on my health insurance policy,POLICY
"I am looking for information about my travel insurance, how could I find it?",POLICY
wanna know about my pet insurance how can i get more information,POLICY
I'd like to know about my fucking pet insurance find some information,POLICY
"I'd like tosee my fucking auto insurance, can I get some help?",POLICY
"I want to know about my fucking travel insurance, will you find some information?",POLICY
how to change the personal information on my travel insurance policy,POLICY
I want assistance checkingmy fucking health insurance,POLICY
i want help to downgrade the fucking coverage of my home insurance policy,POLICY
I need assistance  seeing my fucking life insurance,POLICY
i got to see the coverage of my auto insurance policy cazn i get some help,POLICY
"I'd like to downgrade the fucking coverage of my home insurance policy, can you help me?",POLICY
i want informatoin about my auto insurance how could i find it,POLICY
i got to exztend my insurance policy how to do it,POLICY
"I got to check my travel insurance , I need help",POLICY
i got to upgrade the fucking coverage o my health insurance policy where can i do it,POLICY
id like to modify the coverage of my pet insurance policy where can i do it,POLICY
"I'd like to change the fucking coverage of my life insurance policy, will you help me?",POLICY
"I'd like to know about my fucking coverage, how could I get more information?",POLICY
help me to modify the fukcing personal details on my health insurance policy,POLICY
"I got to see my fucking auto insurance, how can I do it?",POLICY
id like to see my life insurance where to do it,POLICY
"I want to modify the coverage of my insurance policy, will you help me ?",POLICY
"I would like to know about my fucking life insurance, where can I get more information ?",POLICY
I'd  like to modify the personal could i get some help,POLICY
id like information about my pet insurance how can i get it,POLICY
i got to see my auto insurance where can i do it,POLICY
"I have to downgrade the fucking coverage of my health insurance policy , how do I do it?",POLICY
how can i modify the fucking coverage of my auto insurance policy,POLICY
i need help to see my fucfking pet insurance,POLICY
"I would like to know about my fucking health insurance, how do I find more information?",POLICY
help me change the coverage of my auto insurance policy,POLICY
i got to check my health insurance i need assistance,POLICY
"I need to upgrade the fuckinv coverage of my health insurance policy, can I get some help?",POLICY
"I'm looking for information about my fucking home insurance, where can I find it?",POLICY
"I need to check my fucking travel insurance, oculd you help me?",POLICY
could uhelp me to renew my fucking travel insurance policy,POLICY
I'd like to upgrade my fucking coverage will ya help me,POLICY
i have to see my home insurance can uhelp me,POLICY
wamna check my travel insurance can i get some help,POLICY
I'd like to see my home insurance where to  do it,POLICY
my insurance policy will expire soon help me extend it,POLICY
"I got to modify the  fucking coverage of my home insurance policy, could you help me?",POLICY
"I'd like to change the coverage of my health insurance policy, where can I do it?",POLICY
"I would like to reduce the fucking coverage of my auto insurance policy, can I get some help?",POLICY
could oyu help me seeing my travel insurance?,POLICY
i got to check my fucking travel insurance,POLICY
"I have to see my health insurance, how do I do it?",POLICY
can i check the fucking coverage of my inusrance policy,POLICY
could you help me to change the fucking coverage of my life insurance policy?,POLICY
"my fucknig auto insurance policy will expire soon, could I renew it?",POLICY
"I'd  like to extend my auto insurance policy, how to do it?",POLICY
wanna know about my fucking home insurance where could i find more information,POLICY
I'd like to extend my lifeinsurance policy i need assistance,POLICY
"I'd like to check my coverage, where to do it?",POLICY
"I have to change the personal data on my pet insurance policy, where do I do it?",POLICY
"I'd like to check my travel insurance, were can I do it?",POLICY
would it be possible to check my fucking life insurance?,POLICY
i need assistance to change the coverage of my health insurance plicy,POLICY
"I'd like to know about my fucking health insurance, where can I find more information?",POLICY
i got to renew my fucking travel imsurance policy how to do it,POLICY
"I'd like to check my travel insurance, could I get some help?",POLICY
"I would like to check my health insurance, where can I do it?",POLICY
where to check my fucking pet insurance,POLICY
"I'm looking for information about my fucking travel insurance , how could I get it?",POLICY
I'd like to know more about my fucking pet insurance,POLICY
wanna chek the coverage of my pet insurance policy where to do it,POLICY
"I need information avout my fucking health insurance, where can I get it?",POLICY
"I'd like information about my petinsurance, how could I find it?",POLICY
